Title,original_title,budget,original_language,homepage,overview,runtime,revenue,release_date,vote_average,vote_count,genres,spoken_languages,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
Unsung Hero,Unsung Hero,0,en,https://unsunghero.movie/,"When David Smallbone's successful music company collapses, he moves his family from Australia to the United States in search of a brighter future. With nothing more than their six children, their suitcases, and their love of music, David and his pregnant wife Helen set out to rebuild their lives from the ground up. Based on a remarkable true story, a mum's faith stands against all odds; and inspires her husband and children to hold onto theirs.",112,0,2024-04-26,10.0,1,Drama,English,United States of America,https://www.nytimes.com/2024/04/25/movies/unsung-hero-review-christian-pop.html,"In fact, there’s a lot of singing in the clan whose members inspired this movie and who have racked up five Grammy Awards for their Christian recordings.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Music', 'rank': 2, 'major': 'N'}, {'name': 'glocations', 'value': 'Australia', 'rank': 3, 'major': 'N'}, {'name': 'glocations', 'value': 'Nashville (Tenn)', 'rank': 4, 'major': 'N'}]",2024-04-25T09:04:35+0000,274.0,‘Unsung Hero’ Review: Music Dedicated to the One They Love,,,,,,,By Nicolas Rapold,"[{'firstname': 'Nicolas', 'middlename': None, 'lastname': 'Rapold', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Love Lies Bleeding,Love Lies Bleeding,0,en,https://tickets.loveliesbleeding.movie,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Las Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou’s criminal family.",104,8000000,2024-03-08,7.488,41,"Crime, Romance, Thriller",English,"United Kingdom, United States of America",https://www.nytimes.com/2024/03/07/movies/love-lies-bleeding-review-kristen-stewart.html,"In this neo-noir, the ever reliable, always watchable actress plays a small-town loner who’s struck by the unexpected arrival of a mysterious drifter.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Stewart, Kristen', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Glass, Rose (Film Director)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Malone, Jena', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love Lies Bleeding (Movie)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': ""Katy O'Brian (1989- )"", 'rank': 6, 'major': 'N'}]",2024-03-07T10:03:26+0000,986.0,"‘Love Lies Bleeding’ Review: Kristen Stewart, Crazy (and Scary) in Love",Critic’s Pick,,"Bad Romance, Hard-Boiled Style",,,,By Manohla Dargis,"[{'firstname': 'Manohla', 'middlename': None, 'lastname': 'Dargis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Love Lies Bleeding,Love Lies Bleeding,0,en,https://tickets.loveliesbleeding.movie,"Reclusive gym manager Lou falls hard for Jackie, an ambitious bodybuilder headed through town to Las Vegas in pursuit of her dream. But their love ignites violence, pulling them deep into the web of Lou’s criminal family.",104,8000000,2024-03-08,7.488,41,"Crime, Romance, Thriller",English,"United Kingdom, United States of America",https://www.nytimes.com/2024/03/07/movies/love-lies-bleeding-review-kristen-stewart.html,"In this neo-noir, the ever reliable, always watchable actress plays a small-town loner who’s struck by the unexpected arrival of a mysterious drifter.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Stewart, Kristen', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Glass, Rose (Film Director)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Malone, Jena', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love Lies Bleeding (Movie)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': ""Katy O'Brian (1989- )"", 'rank': 6, 'major': 'N'}]",2024-03-07T10:03:26+0000,986.0,"‘Love Lies Bleeding’ Review: Kristen Stewart, Crazy (and Scary) in Love",Critic’s Pick,,"Bad Romance, Hard-Boiled Style",,,,By Manohla Dargis,"[{'firstname': 'Manohla', 'middlename': None, 'lastname': 'Dargis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Bob Marley: One Love,Bob Marley: One Love,70000000,en,https://www.onelovemovie.com,Jamaican singer-songwriter Bob Marley overcomes adversity to become the most famous reggae musician in the world.,104,176527503,2024-02-14,7.0,499,"Music, History, Drama","English, Français",United States of America,https://www.nytimes.com/2024/02/14/movies/bob-marley-one-love-review.html,"This patchy biopic lauds the Marley of dormitory posters, a snapshot of a lifestyle hero who is always the coolest guy in the room.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Reggae Music', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Bob Marley: One Love (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Marley, Bob', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Green, Reinaldo Marcus', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Ben-Adir, Kingsley', 'rank': 6, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 7, 'major': 'N'}]",2024-02-14T10:02:25+0000,926.0,‘Bob Marley: One Love’ Review: Mostly Positive Vibes,,,"Symbol of Unity,  Man of Complexity",,,,By Amy Nicholson,"[{'firstname': 'Amy', 'middlename': None, 'lastname': 'Nicholson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Molli and Max in the Future,Molli and Max in the Future,0,en,http://www.michaellitwak.com/molli-max-in-the-future,"A sci-fi romantic comedy about a man and woman whose orbits repeatedly collide over the course of 12 years, 4 planets, 3 dimensions and one space-cult.",93,0,2024-02-09,8.667,3,"Comedy, Romance, Science Fiction",English,United States of America,https://www.nytimes.com/2024/02/08/movies/molli-and-max-in-the-future-review.html,This rom-com brings futuristic absurdity and nimble timing to a comfort-food story line of friends turned soul mates.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Mamet, Zosia', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Molli and Max in the Future (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Litwak, Michael Lukk', 'rank': 4, 'major': 'N'}]",2024-02-08T12:00:09+0000,275.0,"‘Molli and Max in the Future’ Review: Love, Interplanetary Style",Critic’s Pick,,Molli and Max In the Future,,,,By Nicolas Rapold,"[{'firstname': 'Nicolas', 'middlename': None, 'lastname': 'Rapold', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
The Taste of Things,La passion de Dodin Bouffant,6500000,fr,https://www.ifcfilms.com/films/the-taste-of-things,"Set in 1889 France, Dodin Bouffant is a chef living with his personal cook and lover Eugénie. They share a long history of gastronomy and love but Eugénie refuses to marry Dodin, so the food lover decides to do something he has never done before: cook for her.",135,5970753,2023-11-08,7.1,88,"Drama, Romance",Français,"Belgium, France",https://www.nytimes.com/2024/02/08/movies/the-taste-of-things-review.html,Juliette Binoche stars in an instant culinary classic that exquisitely captures the kitchen’s bittersweet blessing.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Binoche, Juliette', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hung, Tran Anh', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Magimel, Benoit', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Taste of Things (Movie)', 'rank': 5, 'major': 'N'}]",2024-02-08T10:00:20+0000,1046.0,"‘The Taste of Things’ Review: Love, Loss and Loins of Veal",Critic’s Pick,,"At Their Table, Passion Imbues Every Meal",,,,By Alissa Wilkinson,"[{'firstname': 'Alissa', 'middlename': None, 'lastname': 'Wilkinson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Pictures of Ghosts,Retratos Fantasmas,0,pt,,Downtown Recife’s classic movie palaces from the 20th century are mostly gone. That city area is now an archaeological site of sorts that reveals aspects of life in society which have been lost. And that’s just part of the story.,93,0,2023-08-24,8.057,35,Documentary,Português,Brazil,https://www.nytimes.com/2024/01/25/movies/pictures-of-ghosts-review.html,"The Brazilian director Kleber Mendonça Filho draws on fact and fiction in this image-rich documentary that moves fast and far, but always returns home.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Mendonca Filho, Kleber', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Pictures of Ghosts (Movie)', 'rank': 4, 'major': 'N'}, {'name': 'glocations', 'value': 'Recife (Brazil)', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'Brazil', 'rank': 6, 'major': 'N'}]",2024-01-25T16:40:37+0000,796.0,‘Pictures of Ghosts’ Review: Layers of Love and Memory,Critic’s Pick,,His Love for Cinema and Home Are Inseparable,,,,By Manohla Dargis,"[{'firstname': 'Manohla', 'middlename': None, 'lastname': 'Dargis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Anyone But You,Anyone But You,25000000,en,https://www.anyonebutyou.movie,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",104,214891370,2023-12-21,7.089,1374,"Romance, Comedy",English,United States of America,,,,,,,,,,,,,,,,
Fallen Leaves,Kuolleet lehdet,1480000,fi,https://www.the-match-factory.com/catalogue/films/fallen-leaves.html,"In modern-day Helsinki, two lonely souls in search of love meet by chance in a karaoke bar. However, their path to happiness is beset by obstacles - from lost phone numbers to mistaken addresses, alcoholism, and a charming stray dog.",81,12400000,2023-09-14,7.275,362,"Romance, Comedy, Drama","العربية, suomi","Finland, Germany",https://www.nytimes.com/2023/11/16/movies/fallen-leaves-review-aki-kaurismaki.html,"In the latest from the Finnish filmmaker Aki Kaurismaki, two lonely people find each other with tenderness, karaoke and deadpan comedy.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Kaurismaki, Aki', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Fallen Leaves (Movie)', 'rank': 3, 'major': 'N'}]",2023-11-16T18:04:26+0000,873.0,‘Fallen Leaves’ Review: Love (and Laughs) Among the Ruins,Critic’s pick,,"Love, and Laughs, Among the Ruins",,,,By Manohla Dargis,"[{'firstname': 'Manohla', 'middlename': None, 'lastname': 'Dargis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Radical,Radical,10000000,en,https://www.radical.movie,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries a radical new method to break through his students’ apathy and unlock their curiosity, their potential… and maybe even their genius.",127,21066351,2023-10-19,8.444,347,Drama,"English, Español","Mexico, United States of America",https://www.nytimes.com/2023/11/02/movies/radical-review.html,A vaguely unconventional teacher galvanizes disadvantaged sixth graders in this highly conventional drama.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Derbez, Eugenio', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Radical (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Zalla, Christopher', 'rank': 4, 'major': 'N'}]",2023-11-02T11:00:25+0000,272.0,‘Radical’ Review: To Sergio With Love,,,Radical,,,,By Natalia Winkelman,"[{'firstname': 'Natalia', 'middlename': None, 'lastname': 'Winkelman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Fingernails,Fingernails,0,en,https://tv.apple.com/movie/umc.cmc.5kr10v39ex4n13rrwxjzm3jy7,Anna and Ryan have found true love together. It’s been proven by a controversial test. There’s just one problem: Anna still isn’t sure. Then she meets Amir.,113,0,2023-10-27,5.947,133,"Romance, Science Fiction, Drama","English, Français","United Kingdom, United States of America",https://www.nytimes.com/2023/11/02/movies/fingernails-review-love-factually.html,Jessie Buckley and Riz Ahmed play confused lonely-hearts torn between science and emotion in this adorable near-future romance.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Nikou, Christos', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Buckley, Jessie (1989- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Ahmed, Riz', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Fingernails (Movie)', 'rank': 5, 'major': 'N'}]",2023-11-02T11:00:21+0000,525.0,"‘Fingernails’ Review: Love, Factually",Critic’s Pick,,If Love Became A Science,,,,By Jeannette Catsoulis,"[{'firstname': 'Jeannette', 'middlename': None, 'lastname': 'Catsoulis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
My Love Affair with Marriage,My Love Affair with Marriage,0,en,https://www.myloveaffairwithmarriagemovie.com/,"From an early age, songs and fairytales convinced Zelma that Love would solve all her problems as long as she abided by societal expectations of how a girl should act. But as she grew older something didn't seem right with the concept of love: the more she tried to conform, the more her body resisted. A story about the acceptance of the inner female rebellion.",108,0,2023-06-07,6.9,8,"Animation, Drama",English,"Latvia, Luxembourg, United States of America",,,,,,,,,,,,,,,,
Foe,Foe,0,en,https://www.amazon.com/dp/B0C9H5RQ2K,"Henrietta and Junior farm a secluded piece of land that has been in Junior's family for generations, but their quiet life is thrown into turmoil when an uninvited stranger shows up at their door with a startling proposal. Will they risk their relationship & personal identity for a chance to survive in a new world?",111,0,2023-10-06,5.658,193,"Science Fiction, Drama",English,"Australia, United States of America",https://www.nytimes.com/2023/10/05/movies/foe-review.html,Saoirse Ronan and Paul Mescal play a farm couple with a less-than-idyllic marriage in the Midwest of the future.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Mescal, Paul (1996- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Ronan, Saoirse', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Davis, Garth (Film Director)', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Foe (Movie)', 'rank': 5, 'major': 'N'}]",2023-10-05T11:00:29+0000,583.0,‘Foe’ Review: The Space Between,,,Love in a Dystopian Time,,,,By Ben Kenigsberg,"[{'firstname': 'Ben', 'middlename': None, 'lastname': 'Kenigsberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
The Creator,The Creator,80000000,en,https://www.20thcenturystudios.com/movies/the-creator,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",134,104000000,2023-09-27,7.096,2571,"Action, Adventure, Science Fiction","English, 日本語, ภาษาไทย, Tiếng Việt","Canada, United States of America",https://www.nytimes.com/2023/09/28/movies/the-creator-review-john-david-washington.html,"In this hectic, futuristic action film, John David Washington hunts down a threatening artificial intelligence with the baby face of a child.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Creator (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Edwards, Gareth (1975- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Washington, John David (1984- )', 'rank': 4, 'major': 'N'}]",2023-09-28T11:00:08+0000,676.0,‘The Creator’ Review: Or How I Learned to Stop Worrying and Love A.I.,,,On the Lam With a Baby-Faced Robot,,,,By Nicolas Rapold,"[{'firstname': 'Nicolas', 'middlename': None, 'lastname': 'Rapold', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
My Sailor My Love,My Sailor My Love,4600000,en,,The thorny relationship between a woman and her retired father worsens after he becomes romantically involved with the housekeeper she hires for him.,102,159180,2022-09-30,6.5,13,"Drama, Romance",English,"Finland, Ireland",,,,,,,,,,,,,,,,
Cassandro,Cassandro,0,en,https://www.amazon.com/dp/B0B8PG5K3G,"The true story of Saúl Armendáriz, a gay amateur wrestler from El Paso that rises to international stardom after he creates the character Cassandro, the “Liberace of Lucha Libre.” In the process, he upends not just the macho wrestling world but also his own life.",107,0,2023-09-14,6.76,102,Drama,"English, Español","Mexico, United States of America",https://www.nytimes.com/2023/09/21/movies/cassandro-review.html,Gael García Bernal plays a flamboyant figure taking the world of Mexican professional wrestling by storm in this underdog drama directed by Roger Ross Williams.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Cassandro (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Williams, Roger Ross', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Garcia Bernal, Gael', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Castillo, Raul', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Teague, David W (1964- )', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Colindrez, Roberta', 'rank': 7, 'major': 'N'}]",2023-09-21T09:00:41+0000,592.0,‘Cassandro’ Review: Love and Lucha Libre,,,Fighting to Be Free  In the Ring and Out,,,,By Natalia Winkelman,"[{'firstname': 'Natalia', 'middlename': None, 'lastname': 'Winkelman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Love at First Sight,Love at First Sight,0,en,https://www.netflix.com/title/81504327,"Hadley and Oliver begin falling in love on a flight from New York to London, but when they lose each other at customs, can they defy all odds to reunite?",91,0,2023-09-15,7.28,476,"Romance, Drama",English,United States of America,https://www.nytimes.com/2023/09/14/movies/love-at-first-sight-review.html,"Two lovebirds-to-be meet at an airport in this unoriginal but sturdy Y.A. romance, which pivots on the probability of falling in love.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Richardson, Haley Lu (1995- )', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Caswill, Vanessa', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love at First Sight (Movie)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Hardy, Ben (1991- )', 'rank': 5, 'major': 'N'}]",2023-09-14T11:00:27+0000,288.0,"‘Love at First Sight’ Review: Sense, Sensibility and Statistics",,,Love at First Sight,,,,By Natalia Winkelman,"[{'firstname': 'Natalia', 'middlename': None, 'lastname': 'Winkelman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
We Kill for Love,We Kill for Love,0,en,http://wekillforlove.com/,"A documentary that goes in search of the forgotten world of the direct-to-video erotic thriller, an American film genre that once dominated late night cable television and the shelves of neighborhood video stores.",163,0,2023-03-31,0.0,0,Documentary,,United States of America,https://www.nytimes.com/2023/08/31/movies/we-kill-for-love-review-what-they-did-in-hollywoods-shadows.html,This documentary explores a narrow genre of direct-to-VHS soft-core thrillers that found a niche with the advent of video rentals and home viewing.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Video Releases (Entertainment)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Penta, Anthony', 'rank': 3, 'major': 'N'}]",2023-08-31T11:00:21+0000,550.0,‘We Kill for Love’ Review: What They Did in Hollywood’s Shadows,,,From a Bygone Era Of Erotic Thrillers,,,,By Ben Kenigsberg,"[{'firstname': 'Ben', 'middlename': None, 'lastname': 'Kenigsberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Choose Love,Choose Love,0,en,https://www.netflix.com/title/81175265,"The steady boyfriend. The one who got away. The charming rock star. Who will Cami choose? In this interactive rom-com, her love life is in your hands.",77,0,2023-08-31,5.0,116,"Romance, Comedy",English,United States of America,https://www.nytimes.com/2023/08/31/movies/choose-love-review.html,"This interactive Netflix rom-com lets viewers make choices on behalf of the main character, changing the story. But each path is banal.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'McDonald, Stuart (Film Director)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Marano, Laura (1995- )', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Foster, Scott Michael', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Jogia, Avan Tudor (1992- )', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Choose Love (Movie)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'Webber, Jordi', 'rank': 7, 'major': 'N'}]",2023-08-31T11:00:15+0000,470.0,‘Choose Love’ Review: Pick Your Own Cliché,,,A Rom-Com With Choices To Be Made,,,,By Claire Shaffer,"[{'firstname': 'Claire', 'middlename': None, 'lastname': 'Shaffer', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Before, Now & Then",Nana,0,su,https://fourcoloursfilms.com/before-now-then-nana/,"Set against Indonesia’s turbulent post-independence years in the 1960s, the story revolves around the domestic life of a woman whose personal life has been completely overturned by the political turmoil.",103,0,2022-07-08,7.0,12,"Drama, History","English, ","Indonesia, United States of America",https://www.nytimes.com/2023/08/24/movies/before-now-then-review.html,"Set amid the upheaval of 1960s Indonesia, this drama tells the story of a woman caught in an unhappy marriage and haunted by the traumas of war.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Before, Now & Then (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Andini, Kamila', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Salma, Happy', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Basuki, Laura', 'rank': 5, 'major': 'N'}]",2023-08-24T11:00:11+0000,312.0,"‘Before, Now & Then’ Review: Love and War",,,"Before, Now &amp; Then",,,,By Devika Girish,"[{'firstname': 'Devika', 'middlename': None, 'lastname': 'Girish', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Love Life,ラブライフ,0,ja,https://mk2films.com/en/film/love-life/,"Taeko and her husband, Jiro, are living a peaceful existence with her young son Keita, when a tragic accident brings the boy's long-lost father, Park, back into her life. To cope with the pain and guilt, Taeko throws herself into helping this deaf and homeless man.",123,1782,2022-09-09,7.101,74,Drama,"日本語, 한국어/조선말","France, Japan",https://www.nytimes.com/2023/08/10/movies/love-life-review-encounters-in-grief.html,"In this Japanese drama from Koji Fukada, the death of a child alters life for a couple and for the boy’s previously absent father.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Fukada, Koji', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love Life (Movie)', 'rank': 3, 'major': 'N'}]",2023-08-10T18:06:00+0000,295.0,‘Love Life’ Review: Encounters in Grief,,,Love Life,,,,By Ben Kenigsberg,"[{'firstname': 'Ben', 'middlename': None, 'lastname': 'Kenigsberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Red, White & Royal Blue","Red, White & Royal Blue",0,en,https://www.amazon.com/dp/B0BYST2QY1,"After an altercation between Alex, the president's son, and Britain's Prince Henry at a royal event becomes tabloid fodder, their long-running feud now threatens to drive a wedge in U.S./British relations. When the rivals are forced into a staged truce, their icy relationship begins to thaw and the friction between them sparks something deeper than they ever expected.",121,0,2023-07-27,8.02,1105,"Comedy, Romance","Español, English",United States of America,https://www.nytimes.com/2023/08/10/movies/red-white-royal-blue-review.html,"This film, about an American president’s son who falls for a British prince, starts with a giddy premise and has the derring-do to succeed.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Red, White & Royal Blue (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Lopez, Matthew', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Zakhar Perez, Taylor', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Galitzine, Nicholas (1994- )', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Red, White & Royal Blue (Book)', 'rank': 6, 'major': 'N'}, {'name': 'persons', 'value': 'McQuiston, Casey', 'rank': 7, 'major': 'N'}]",2023-08-10T16:00:02+0000,529.0,"‘Red, White & Royal Blue’ Review: Keep Calm and Pine On",,,Young Love in High Places,,,,By Amy Nicholson,"[{'firstname': 'Amy', 'middlename': None, 'lastname': 'Nicholson', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Love in Taipei,Love in Taipei,0,en,,A young American woman is sent by her parents to a cultural immersion program in Taipei where she begins a new journey of self-discovery and romance.,92,0,2023-08-10,7.2,36,"Romance, Comedy, Drama",English,"Taiwan, United States of America",https://www.nytimes.com/2023/08/10/movies/love-in-taipei-review.html,"In this romantic comedy set in Taiwan, a young American finds herself torn between a parent-approved boy wonder and a rebellious slacker.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love in Taipei (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Chen, Arvin', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Liao, Ashley', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Loveboat, Taipei (Book)', 'rank': 5, 'major': 'N'}, {'name': 'persons', 'value': 'Wen, Abigail Hing', 'rank': 6, 'major': 'N'}, {'name': 'organizations', 'value': 'Paramount Plus', 'rank': 7, 'major': 'N'}]",2023-08-10T15:30:33+0000,278.0,‘Love in Taipei’ Review: A Breezy Coming-of-Age Story,,,Love in Taipei,,,,By Jourdain Searles,"[{'firstname': 'Jourdain', 'middlename': None, 'lastname': 'Searles', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
The Eternal Memory,La memoria infinita,0,es,,"Augusto and Paulina have been together for 25 years. Eight years ago, he was diagnosed with Alzheimer's disease. Both fear the day he no longer recognizes her.",85,0,2023-08-11,8.269,52,Documentary,Español,"Chile, United States of America",https://www.nytimes.com/2023/08/10/movies/the-eternal-memory-review.html,This documentary from Maite Alberdi looks at how a couple faces one partner’s Alzheimer’s diagnosis.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Alberdi, Maite', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'The Eternal Memory (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': ""Alzheimer's Disease"", 'rank': 4, 'major': 'N'}]",2023-08-10T11:00:04+0000,274.0,‘The Eternal Memory’ Review: A Love That Lasts When Recollections Fade,,,The Eternal Memory,,,,By Ben Kenigsberg,"[{'firstname': 'Ben', 'middlename': None, 'lastname': 'Kenigsberg', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
