Title,original_title,budget,original_language,homepage,overview,runtime,revenue,release_date,vote_average,vote_count,genres,spoken_languages,production_countries,web_url,snippet,source,keywords,pub_date,word_count,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person,byline.organization
Running Against the Wind,የነፋሱ ፍልሚያ,0,am,,"The film follows the fate of two boys, one of whom hopes to become an Olympic runner and the other a photographer.",112,0,2023-07-20,6.5,0,Drama,,"Ethiopia, Germany",https://www.nytimes.com/2021/07/08/movies/running-against-the-wind-review.html,Two childhood best friends reunite in this unfocused yet uplifting sports drama by the filmmaker Jan Philipp Weyl.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Running Against the Wind (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Weyl, Jan Philipp', 'rank': 3, 'major': 'N'}]",2021-07-08T11:00:05+0000,342.0,‘Running Against the Wind’ Review: Love and Friendship in Addis Ababa,,,Running Against the Wind,,,,By Beatrice Loayza,"[{'firstname': 'Beatrice', 'middlename': None, 'lastname': 'Loayza', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Crazy Rich Asians,Crazy Rich Asians,30000000,en,http://crazyrichasiansmovie.com,"An American-born Chinese economics professor accompanies her boyfriend to Singapore for his best friend's wedding, only to get thrust into the lives of Asia's rich and famous.",121,238539198,2018-08-15,7.1,3497,"Comedy, Romance","广州话 / 廣州話, 普通话, English",United States of America,,,,,,,,,,,,,,,,
Undine,Undine,0,de,https://www.the-match-factory.com/catalogue/films/undine.html,"Undine is a historian and tour guide at the Berlin City Museum specializing in urban development, while Christoph is an industrial diver. Linked by a love of the water, the two form an intense bond, which can only do so much to help Undine overcome the considerable baggage of her former affair.",90,0,2020-07-01,6.46,214,"Fantasy, Drama, Romance","English, Deutsch, Español","France, Germany",https://www.nytimes.com/2021/06/03/movies/undine-review.html,"Paula Beer and Franz Rogowski, who made an impression in 2019’s “Transit,” are reunited by the director Christian Petzold for this adaptation of a European myth.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Petzold, Christian', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Rogowski, Franz', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Undine (Movie)', 'rank': 4, 'major': 'N'}, {'name': 'persons', 'value': 'Beer, Paula (1995- )', 'rank': 5, 'major': 'N'}]",2021-06-03T11:00:08+0000,535.0,‘Undine’ Review: Love In and Out of the Water,Critic’s Pick,,She’s Like a Sprite Out of Water,,,,By Glenn Kenny,"[{'firstname': 'Glenn', 'middlename': None, 'lastname': 'Kenny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
This Town,This Town,0,en,https://www.flicks.co.nz/movie/this-town-2020/,"Five years after being acquitted for the murder of his family, Sean (White) is finally ready to move on with life. But the bitter ex-cop (Malcolm) who led the investigation remains adamant that he's guilty - and will stop at nothing to bring him down.",91,0,2020-04-30,5.8,6,Comedy,English,New Zealand,https://www.nytimes.com/2021/05/20/movies/this-town-review.html,This small-town comedy from New Zealand looks at the romance between a country girl and a man accused of killing his family.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'This Town (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'White, David (Director)', 'rank': 3, 'major': 'N'}]",2021-05-20T20:19:17+0000,287.0,‘This Town’ Review: Love and Rifles,,,This Town,,,,By Devika Girish,"[{'firstname': 'Devika', 'middlename': None, 'lastname': 'Girish', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
I Miss You,Tu me manques,0,es,,"Following his son Gabriel’s death, Jorge travels from conservative Bolivia to New York City to confront Gabriel’s boyfriend Sebastian. While the two battle over Jorge’s inability to accept his son, Sebastian channels his grief into a bold new play in honor of his lost love, in which Gabriel’s inner turmoil is transformed into an eye-popping gay fantasia.",105,0,2019-07-27,6.9,23,"Drama, Romance","English, Español","Bolivia, United States of America",,,,,,,,,,,,,,,,
Monday,Monday,0,en,https://www.monday.movie,"A spark on a Friday can lead to a sizzling weekend fling, but what happens when you get to the inevitable Monday?",116,0,2020-09-11,6.6,159,"Drama, Romance","English, ελληνικά","Greece, United Kingdom, United States of America",https://www.nytimes.com/2021/04/15/movies/monday-review.html,"Fiery physical contact keeps an expat couple together in Greece, and the sex scenes are enough for a half-dozen movies.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Papadimitropoulos, Argyris', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Stan, Sebastian', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Gough, Denise (1980- )', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Monday (Movie)', 'rank': 5, 'major': 'N'}]",2021-04-15T11:00:08+0000,349.0,‘Monday’ Review: A Year of Love and Its Hangovers,,,Monday,,,,By Glenn Kenny,"[{'firstname': 'Glenn', 'middlename': None, 'lastname': 'Kenny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Ride or Die,彼女,0,ja,https://www.netflix.com/title/81261676,"Rei helps the woman she's been in love with for years escape her abusive husband. While on the run, their feelings for each other catch fire.",142,0,2021-04-15,6.7,149,"Drama, Romance, Thriller","English, 日本語","Japan, United States of America",https://www.nytimes.com/2021/04/15/movies/ride-or-die-review.html,"After upending her life, a woman runs away with her longtime crush in this puzzling Japanese drama.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Ride or Die (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hiroki, Ryuichi', 'rank': 3, 'major': 'N'}]",2021-04-15T11:00:03+0000,338.0,‘Ride or Die’ Review: Killing for Love,,,This Is Somehow a Love That’s Worth Killing For,,,,By Natalia Winkelman,"[{'firstname': 'Natalia', 'middlename': None, 'lastname': 'Winkelman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Future People: The Family Of Donor 5114,Future People: The Family of Donor 5114,0,en,,"Filmed over eight years, Rothman follows a group of adolescents who discover that they were conceived from the same sperm donor, forming an unlikely family of familiar strangers. There are presently 37 half-siblings, and counting. This documentary explores the complexities of alternative conception while defining a new realm of modern family.",102,0,2021-04-09,0.0,0,Documentary,English,United States of America,,,,,,,,,,,,,,,,
Luz: The Flower of Evil,Luz,0,es,,"In the thickness of the mountains, in an isolated community led by a preacher known as El Señor, a presumed new Messiah is brought, unleashing a wave of violence and pain.",104,0,2019-10-07,4.8,23,"Drama, Fantasy, Western, Horror",Español,Colombia,,,,,,,,,,,,,,,,
Happily,Happily,0,en,https://www.commonwall.com/films/happily,"Tom and Janet have been happily married for years. But a visit from a mysterious stranger leads to a dead body, a lot of questions, and a tense couples' trip with friends who may not actually be friends at all.",96,0,2021-03-19,5.7,105,"Comedy, Romance, Science Fiction, Thriller",English,United States of America,https://www.nytimes.com/2021/03/18/movies/happily-review.html,"In this keeps-you-guessing comedy, Joel McHale and Kerry Bishé play a couple married for 14 years whose mutual passion is undimmed, to the annoyance of their friends.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Happily (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Grabinski, BenDavid', 'rank': 3, 'major': 'N'}]",2021-03-18T11:00:06+0000,344.0,‘Happily’ Review: Does Long-Lived Love Mean You Need Treatment?,,,Happily,,,,By Glenn Kenny,"[{'firstname': 'Glenn', 'middlename': None, 'lastname': 'Kenny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
This Is the Life,This Is the Life,0,en,http://www.goodlifelove.com,"In 1989, a collective of young hip hop artists gathered at a health food café in South Central Los Angeles. Their mandate? To reject gang culture and expand the musical boundaries of hip hop. DuVernay's documentary chronicles the historic legacy of the Good Life Cafe — the open mic nights that became an L.A. institution, the eclectic array of talented young MCs that emerged there, the alternative hip hop movement they developed, and their worldwide influence on the artform.",97,0,2008-02-08,6.4,7,"Documentary, Music",English,United States of America,https://www.nytimes.com/2021/02/23/movies/this-is-the-life-review.html,"Ava DuVernay’s 2008 documentary, now streaming on Netflix, is a personal love letter to a slice of Los Angeles’s 1990s hip-hop scene.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rap and Hip-Hop', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'DuVernay, Ava', 'rank': 3, 'major': 'N'}, {'name': 'subject', 'value': 'Black People', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Blacks', 'rank': 5, 'major': 'N'}, {'name': 'glocations', 'value': 'California', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'Los Angeles (Calif)', 'rank': 7, 'major': 'N'}, {'name': 'creative_works', 'value': 'This Is the Life (Movie)', 'rank': 8, 'major': 'N'}]",2021-02-23T19:47:00+0000,470.0,‘This Is the Life’ Review: A Valuable Part of Hip-Hop History,Critic’s Pick,,A Love Letter to 1990s California Hip-Hop,,,,By Robert Daniels,"[{'firstname': 'Robert', 'middlename': None, 'lastname': 'Daniels', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
To All the Boys: Always and Forever,To All the Boys: Always and Forever,0,en,https://www.netflix.com/title/81040397,Senior year of high school takes center stage as Lara Jean returns from a family trip to Korea and considers her college plans — with and without Peter.,115,0,2021-02-12,7.569,1840,"Romance, Comedy, Drama","English, 한국어/조선말",United States of America,https://www.nytimes.com/2021/02/11/movies/to-all-the-boys-always-and-forever-review.html,"This final installment of the Netflix rom-com trilogy is earnest, bright-eyed and without a hint of cynicism.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Condor, Lana', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Fimognari, Michael', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Centineo, Noah', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'To All the Boys: Always and Forever (Movie)', 'rank': 5, 'major': 'N'}]",2021-02-12T02:00:03+0000,482.0,‘To All the Boys: Always and Forever’ Review: Love Sweet Love,,,A Rom-Com Sequel That May Cause Cavities,,,,By Maya Phillips,"[{'firstname': 'Maya', 'middlename': None, 'lastname': 'Phillips', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Young Hearts,Young Hearts,0,nl,https://www.polar-bear.tv/young-hearts,"Fourteen-year-old Elias increasingly feels like an outsider in his village. When he meets his new neighbour of the same age, Alexander, Elias is confronted with his burgeoning sexuality.",97,0,2024-10-10,0.0,0,"Drama, Family","Nederlands, Français","Belgium, Netherlands",https://www.nytimes.com/2021/02/11/movies/young-hearts-review.html,"The brother and sister filmmakers Sarah Sherman and Zachary Ray Sherman deliver romance, unadorned.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Young Hearts (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Sherman, Sarah (Film Director)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Sherman, Zachary Ray (1984- )', 'rank': 4, 'major': 'N'}]",2021-02-11T12:00:06+0000,324.0,‘Young Hearts’ Review: Movie Love by Algorithm,,,Young Hearts,,,,By Kristen Yoonsoo Kim,"[{'firstname': 'Kristen', 'middlename': 'Yoonsoo', 'lastname': 'Kim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Little Fish,Little Fish,0,en,https://www.littlefish.movie,A couple fights to hold their relationship together as a memory loss virus spreads and threatens to erase the history of their love and courtship.,101,39053,2021-02-05,7.1,182,"Romance, Science Fiction, Drama",English,"Canada, United States of America",https://www.nytimes.com/2021/02/04/movies/little-fish-review.html,This sci-fi romance imagines a world with widespread memory loss through the eyes of one couple.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Little Fish (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Hartigan, Chad', 'rank': 3, 'major': 'N'}]",2021-02-04T12:00:06+0000,315.0,‘Little Fish’ Review: Do You Remember Love?,,,Little Fish,,,,By Kristen Yoonsoo Kim,"[{'firstname': 'Kristen', 'middlename': 'Yoonsoo', 'lastname': 'Kim', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Two of Us,Two of Us,0,tl,,"Empress Schuck and Ejay Falcon star in this psychological thriller as two people who find each other while trying to make a living in a foreign country. But as time passes, underneath the sweet moments lie a toxic relationship that sparks violent tendencies.",103,0,2024-04-10,0.0,0,"Drama, Thriller",,Philippines,https://www.nytimes.com/2021/02/04/movies/two-of-us-review-thwarted-love.html,An older lesbian couple is met with unexpected devastation in this aching romantic drama by Filippo Meneghetti.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Sukowa, Barbara', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Two of Us (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Meneghetti, Filippo', 'rank': 4, 'major': 'N'}]",2021-02-04T12:00:03+0000,313.0,‘Two of Us’ Review: Thwarted Love,,,Two of Us,,,,By Beatrice Loayza,"[{'firstname': 'Beatrice', 'middlename': None, 'lastname': 'Loayza', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Atlantis,Atlantis,0,fr,,"Atmospheric soundtrack follows this compilation of nature footage that focuses on the ocean and various life forms that live, mate and die in it.",74,138,1991-08-21,6.2,44,"Music, Documentary",Français,"France, Italy",https://www.nytimes.com/2021/01/21/movies/atlantis-review-a-bleak-apocalypse-love-story.html,"Ukraine’s official Oscar entry, the movie depicts an all-too-convincing dystopia, with no fancy gadgets or cars.",The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'Atlantis (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Vasyanovych, Valentyn', 'rank': 3, 'major': 'N'}]",2021-01-21T12:00:06+0000,320.0,‘Atlantis’ Review: A Bleak Apocalypse Love Story,Critic’s Pick,,Atlantis,,,,By Glenn Kenny,"[{'firstname': 'Glenn', 'middlename': None, 'lastname': 'Kenny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Preparations to Be Together for an Unknown Period of Time,Felkészülés meghatározatlan ideig tartó együttlétre,1000000,hu,,"Márta, a 40-year-old neurosurgeon, falls in love. She leaves her shining American career behind and returns to Budapest to start a new life with the man she loves. But she waits for him at the Liberty Bridge in vain - he does not appear at their rendezvous. Márta starts to search for him desperately, but when she finally finds him, the love of her life claims that they have never met before.",95,117368,2020-09-24,6.234,32,Drama,"English, Magyar",Hungary,,,,,,,,,,,,,,,,
Your Name Engraved Herein,刻在你心底的名字,0,zh,,"In 1987, as martial law ends in Taiwan, Jia-han and Birdy fall in love amid family pressure, homophobia and social stigma.",114,0,2020-09-30,7.9,240,"Romance, Drama, Family","普通话, English","Taiwan, United States of America",https://www.nytimes.com/2020/12/24/movies/review-your-name-engraved-herein.html,The filmmaker Patrick Liu keeps the focus on the two young men in this Taiwanese drama and blurs the rest.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'glocations', 'value': 'Taiwan', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Liu, Patrick (Filmmaker)', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Your Name Engraved Herein (Movie)', 'rank': 4, 'major': 'N'}]",2020-12-24T12:00:06+0000,295.0,‘Your Name Engraved Herein’ Review: When Love Is All You Can See,,,Your Name Engraved Herein,,,,By Teo Bugbee,"[{'firstname': 'Teo', 'middlename': None, 'lastname': 'Bugbee', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Sylvie's Love,Sylvie's Love,0,en,https://www.amazon.com/dp/B08L49K11S,"When a young woman meets an aspiring saxophonist in her father’s record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success.",114,0,2020-01-27,6.3,87,"Romance, Drama",English,United States of America,,,,,,,,,,,,,,,,
"ariana grande: excuse me, i love you","ariana grande: excuse me, i love you",0,en,https://www.netflix.com/title/81238721,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.,97,0,2020-12-21,8.08,342,"Music, Documentary",English,United States of America,,,,,,,,,,,,,,,,
Museum Town,Museum Town,0,en,https://www.museumtownmovie.com/,A rural American town suffering economically from factory closures finds an unconventional route to recovery with the help of MASS MoCA.,75,0,2019-03-10,0.0,0,Documentary,English,United States of America,https://www.nytimes.com/2020/12/17/movies/museum-town-review.html,This documentary looks at how a contemporary art museum in Western Massachusetts transformed a struggling small town.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Art', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Museum Town (Movie)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Trainer, Jennifer', 'rank': 4, 'major': 'N'}, {'name': 'organizations', 'value': 'Massachusetts Museum of Contemporary Art', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Museums', 'rank': 6, 'major': 'N'}, {'name': 'glocations', 'value': 'North Adams (Mass)', 'rank': 7, 'major': 'N'}]",2020-12-17T15:49:52+0000,280.0,‘Museum Town’ Review: A Love Letter to Mass MoCA,,,Museum Town,,,,By Lovia Gyarkye,"[{'firstname': 'Lovia', 'middlename': None, 'lastname': 'Gyarkye', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Wild Mountain Thyme,Wild Mountain Thyme,0,en,,"Headstrong farmer Rosemary Muldoon has her heart set on winning her neighbour Anthony Reilly's love. The problem is, Anthony seems to have inherited a family curse, and remains oblivious to his beautiful admirer. Stung by his father's plans to sell the family farm to his American nephew, Anthony is jolted into pursuing his dreams.",102,0,2020-12-11,5.165,158,"Romance, Drama",English,"Ireland, United Kingdom",https://www.nytimes.com/2020/12/10/movies/wild-mountain-thyme-review.html,John Patrick Shanley adapts his play “Outside Mullingar” into a movie. (Don’t worry about the accents.),The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Shanley, John Patrick', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Blunt, Emily', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Dornan, Jamie', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Outside Mullingar (Play)', 'rank': 5, 'major': 'N'}, {'name': 'creative_works', 'value': 'Wild Mountain Thyme (Movie)', 'rank': 6, 'major': 'N'}]",2020-12-10T12:00:04+0000,341.0,‘Wild Mountain Thyme’ Review: Finding Love Down on the Farm,,,Wild Mountain Thyme,,,,By Glenn Kenny,"[{'firstname': 'Glenn', 'middlename': None, 'lastname': 'Kenny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
My Psychedelic Love Story,My Psychedelic Love Story,0,en,https://www.sho.com/titles/3497302/my-psychedelic-love-story,An examination of the notorious high priest of LSD Timothy Leary through the eyes of his famed lover Joanna Harcourt-Smith.,107,0,2020-10-22,6.3,7,Documentary,English,United States of America,https://www.nytimes.com/2020/11/26/movies/my-psychedelic-love-story-review.html,"This Errol Morris documentary explores the relationship between the LSD guru and Joanna Harcourt-Smith, a woman who likened herself to Mata Hari.",The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'creative_works', 'value': 'My Psychedelic Love Story (Movie)', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Harcourt-Smith, Joanna (1946-2020)', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Morris, Errol', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'LSD (Lysergic Acid Diethylamide)', 'rank': 5, 'major': 'N'}, {'name': 'subject', 'value': 'Content Type: Personal Profile', 'rank': 6, 'major': 'N'}]",2020-11-26T12:00:05+0000,599.0,‘My Psychedelic Love Story’ Review: On the Run With Timothy Leary,Critic’s Pick,,Acid and Romance: On the Run With Timothy Leary,,,,By Glenn Kenny,"[{'firstname': 'Glenn', 'middlename': None, 'lastname': 'Kenny', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
69: The Saga of Danny Hernandez,69: The Saga of Danny Hernandez,0,en,https://www.hulu.com/movie/69-the-saga-of-danny-hernandez-345025ec-5022-4cca-a5f7-d3870fce96b3,"Part investigative documentary, part real-life gangster movie, this film unpacks the life of polarizing rap sensation and internet troll Tekashi69, aka 69, while chronicling his meteoric rise and fall from fame.",101,0,2021-04-29,6.0,12,"Music, Documentary",English,United States of America,https://www.nytimes.com/2020/11/17/movies/69-saga-of-danny-hernadez-review.html,The rise and fall of the provocative rapper Tekashi69 is chronicled in this Hulu documentary.,The New York Times,"[{'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Rap and Hip-Hop', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Gandhi, Vikram', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': '6ix9ine (Rapper)', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': '69: The Saga of Danny Hernandez (Movie)', 'rank': 5, 'major': 'N'}]",2020-11-17T19:07:20+0000,363.0,‘69: The Saga of Danny Hernandez’ Review: A SoundCloud-Rap Rat,,,"Loved in Hip-Hop, but Loathed in the End",,,,By Calum Marsh,"[{'firstname': 'Calum', 'middlename': None, 'lastname': 'Marsh', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Ammonite,Ammonite,0,en,https://www.ammonite-movie.com,"In 1840s England, palaeontologist Mary Anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. Despite the chasm between their social spheres and personalities, Mary and Charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. It is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably.",118,1396905,2020-11-13,7.0,539,"Romance, Drama",English,United Kingdom,https://www.nytimes.com/2020/11/12/movies/ammonite-review.html,Kate Winslet’s fossil hunter and Saoirse Ronan’s convalescent embark on a forbidden seaside romance.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Ronan, Saoirse', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Winslet, Kate', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Lee, Francis (1969- )', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Ammonite (Movie)', 'rank': 5, 'major': 'N'}]",2020-11-12T12:00:04+0000,510.0,‘Ammonite’ Review: Love on the Rocks,Critic’s Pick,,Love on the Rocks,,,,By Jeannette Catsoulis,"[{'firstname': 'Jeannette', 'middlename': None, 'lastname': 'Catsoulis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Love and Monsters,Love and Monsters,30000000,en,https://www.paramountmovies.com/movies/love-and-monsters,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",109,1122066,2020-10-16,7.318,3857,"Comedy, Action, Adventure, Science Fiction",English,United States of America,https://www.nytimes.com/2020/10/15/movies/love-and-monsters-review.html,The new sci-fi adventure from Michael Matthews lacks the self-seriousness of typical dystopian flicks but doesn’t completely lack depth.,The New York Times,"[{'name': 'persons', 'value': 'Matthews, Michael (Film Director)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Movies', 'rank': 2, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love and Monsters (Movie)', 'rank': 3, 'major': 'N'}]",2020-10-15T11:00:07+0000,284.0,‘Love and Monsters’ Review: Coming-of-Age After the Apocalypse,,,Love and Monsters,,,,By Lovia Gyarkye,"[{'firstname': 'Lovia', 'middlename': None, 'lastname': 'Gyarkye', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
Dick Johnson Is Dead,Dick Johnson Is Dead,0,en,https://www.netflix.com/title/80234465,"With this inventive portrait, director Kirsten Johnson seeks a way to keep her 86-year-old father alive forever. Utilizing moviemaking magic and her family’s dark humor, she celebrates Dr. Dick Johnson’s last years by staging fantasies of death and beyond. Together, dad and daughter confront the great inevitability awaiting us all.",89,0,2020-01-23,7.194,124,Documentary,English,United States of America,https://www.nytimes.com/2020/10/01/movies/dick-johnson-is-dead-review.html,"With the help of her father, the documentary filmmaker Kirsten Johnson made a surprising, endearing movie about his death.",The New York Times,"[{'name': 'creative_works', 'value': 'Dick Johnson Is Dead (Movie)', 'rank': 1, 'major': 'N'}, {'name': 'subject', 'value': 'Documentary Films and Programs', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Johnson, Kirsten (1965- )', 'rank': 3, 'major': 'N'}, {'name': 'creative_works', 'value': 'Cameraperson (Movie)', 'rank': 4, 'major': 'N'}, {'name': 'subject', 'value': 'Death and Dying', 'rank': 5, 'major': 'N'}]",2020-10-01T11:00:08+0000,816.0,"‘Dick Johnson Is Dead’ Review: A Father’s Painful, Funny Goodbye",Critic’s pick,,A Love Letter Delivered Along With a Death Notice,,,,By Manohla Dargis,"[{'firstname': 'Manohla', 'middlename': None, 'lastname': 'Dargis', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
"Love, Guaranteed","Love, Guaranteed",0,en,https://www.netflix.com/title/81076898,A lawyer takes on a new client that wants to sue a dating website because it guarantees love.,91,0,2020-09-02,6.411,627,"Romance, Comedy",English,United States of America,https://www.nytimes.com/2020/09/03/movies/love-guaranteed-review-swiping-left-on-online-dating.html,Rachael Leigh Cook stars in this rom-com about a lawyer and her charming new client who wants to sue a dating website for falsely promising love.,The New York Times,"[{'name': 'subject', 'value': 'Movies', 'rank': 1, 'major': 'N'}, {'name': 'persons', 'value': 'Cook, Rachael Leigh', 'rank': 2, 'major': 'N'}, {'name': 'persons', 'value': 'Wayans, Damon Jr', 'rank': 3, 'major': 'N'}, {'name': 'persons', 'value': 'Johnson, Mark Steven', 'rank': 4, 'major': 'N'}, {'name': 'creative_works', 'value': 'Love, Guaranteed (Movie)', 'rank': 5, 'major': 'N'}]",2020-09-03T07:01:05+0000,343.0,"‘Love, Guaranteed’ Review: Swiping Left on Online Dating",,,"Love, Guaranteed",,,,By Natalia Winkelman,"[{'firstname': 'Natalia', 'middlename': None, 'lastname': 'Winkelman', 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}]",
